Protein ID,Gene name,Control1,Control2,Control3,Disease1,Disease2,Disease3
Q96G28, CFAP36 ,-0.533370697,0.002293042,-0.506601757,0.301543372,-0.292800365,-0.481540761
Q96GA7, SDSL ,0.058892481,0.683784061,0.593850894,0.888443677,0.743839572,0.429226929
Q96GC5, MRPL48 ,1.193616883,1.292741622,1.577667928,1.078201284,1.23841612,1.389649349
Q96GD0, PDXP ,-0.137257741,0.020938095,-0.363509919,0.219032326,-0.071929613,-0.459013329
Q96GF1, RNF185 ,-2.177682585,-2.489287317,-2.079824877,-1.798066504,-1.383606649,-1.922682301
Q96GG9, DCUN1D1 ,-0.323349216,-0.102567416,0.558844533,0.001215767,-0.483520295,-0.466723444
Q96GI7, FAM89A ,-1.704863905,-2.348507549,-2.545060972,-2.153547377,-1.230297612,-1.203120712
Q96GK7, FAHD2A,1.774286083,1.842364169,1.766011343,1.678903858,1.627043771,1.851106083
Q96GM5, SMARCD1 ,-2.486521269,-2.614728951,-2.741937171,-2.785227097,-2.62039212,-2.470761207
Q96GQ5, C16orf58 ,-1.728771951,-2.265720769,-1.917798343,-1.29321711,-1.917466563,-1.977782001
Q96GS4, C17orf59 ,-1.420855144,-1.501116793,-1.670917596,-1.172968896,-1.178797973,-1.375106961
Q96GW9, MARS2 ,-0.216250354,0.057940482,-0.144134002,-0.132081025,0.155722827,-0.07813184
Q96GX9, APIP ,1.647287311,2.100810043,0.804331484,1.060897236,0.997183173,1.513819049
Q96GZ6, SLC41A3 ,-3.178722116,-3.064678805,-3.266151294,-2.803225496,-3.128114396,-3.356520464
Q96H20, SNF8 ,1.320123737,1.768206397,2.165522966,0.960193624,1.358930639,1.156138004
Q96H78, SLC25A44 ,-1.651099858,-1.605787563,-1.694665192,-1.253909246,-1.455897644,-1.57824597
Q96H79, ZC3HAV1L ,-4.989063011,-5.649604733,-4.695974072,-4.874043836,-4.499134257,-4.514543623
Q96HC4, PDLIM5 ,4.039635362,3.965425823,3.948771298,4.281507405,4.320934553,4.043230892
Q96HD1, CRELD1 ,1.424015583,1.663678039,2.096947022,1.654168264,1.383645197,1.574463191
Q96HE7, ERO1L ,0.822932573,0.94316294,0.8528291,0.925899467,0.741514758,0.759934071
Q96HJ9, C7orf55 ,-1.814261986,-1.387858909,-1.419116611,-1.385866398,-0.996259628,-1.578901182
Q96HP0, DOCK6 ,-0.715047561,-0.73376363,-0.726865085,-0.739122357,-0.574078378,-0.608112731
Q96HP4, OXNAD1 ,-1.473538359,-0.81631345,-1.299605677,-1.042067465,-1.075588182,-0.790500145
Q96HQ2, CDKN2AIPNL ,-0.590625063,-0.24345402,0.224294945,0.76391842,0.801629689,-0.1851762
Q96HS1, PGAM5 ,2.36614301,2.335566965,2.125888361,2.643484862,2.747788107,2.092944177
Q96HW7, INTS4 ,-2.229937328,-2.261679972,-2.372860525,-2.096420614,-2.366070048,-2.330357244
Q96HY6, DDRGK1 ,0.34265367,0.584088024,0.612151074,0.553809121,0.676871288,0.526439126
Q96HY7, DHTKD1 ,2.843766383,2.540537663,3.160542499,2.430351428,2.765363123,2.996836356
Q96I15, SCLY ,0.415943867,0.259989626,0.365822246,0.552092856,0.447416221,0.254122485
Q96I23, PYURF ,0.130433575,0.27956787,0.292690382,0.546639638,0.966549686,0.467073378
Q96I24, FUBP3 ,1.093313387,1.244945172,1.134198207,1.452663209,1.147937645,1.334283512
Q96I25, RBM17 ,0.085929014,0.088169781,-0.09431598,0.253128016,0.081164898,0.166607909
Q96I51, WBSCR16 ,-1.223524501,-1.197793449,-0.776031479,-0.855454631,-0.692809129,-1.100536742
Q96I59, NARS2 ,0.049247373,-0.316964454,0.091070528,0.13038426,-0.045251784,0.393787819
Q96I99, SUCLG2 ,5.24399386,5.520775056,5.506699662,5.186194557,4.765773907,5.427224682
Q96IF1, AJUBA ,-1.650087751,-1.619220513,-1.782837891,-1.276579243,-1.401424632,-1.420041312
Q96IG2, FBXL20 ,0.450221284,0.447480849,0.455862239,0.680262742,0.501327741,0.685740011
Q96II8, LRCH3 ,-2.425393624,-2.179238191,-2.410698562,-2.241242835,-2.33740552,-2.276088245
Q96IJ6, GMPPA ,-1.546111425,-2.499323819,-1.801456977,-1.708184885,-1.601632573,-1.893964347
Q96IU4, ABHD14B ,-0.816318269,-0.784248223,-0.507143554,-1.260642244,-1.120680225,-1.549305984
Q96IV0, NGLY1 ,-0.042912127,-0.053430995,-0.28253106,0.569969486,0.547928797,-0.001714704
Q96IW7, SEC22A ,-3.238240795,-3.032848704,-3.157680534,-2.907690995,-2.986977581,-3.222429729
Q96IX5, USMG5 ,1.760734551,1.312103379,2.305303952,1.957207359,1.730058722,1.96315891
Q96IY4, CPB2 ,-0.86686325,-0.896715831,-0.759219158,-0.903182519,-1.05712906,-1.658989613
Q96IZ0, PAWR ,-1.329108485,-1.647494267,-2.044476985,-2.002575677,-1.416921677,-1.054075361
Q96IZ6, METTL2A ,-2.418698971,-2.396492417,-2.500450406,-2.35836041,-1.884363298,-2.237040987
Q96J02, ITCH ,0.303698497,0.274065697,0.124752277,-0.047658545,-0.178516937,0.283077056
Q96J42, TXNDC15 ,-2.689900698,-4.149329446,-3.617924748,-3.073534582,-3.426945669,-3.047349603
Q96J84, KIRREL ,-3.263074299,-3.341844331,-3.418036193,-3.57131534,-3.26593997,-3.66235347
Q96JA1, LRIG1 ,-2.873374163,-2.782405051,-2.680711997,-2.574692799,-2.249296919,-2.305879863
Q96JB2, COG3 ,0.323524934,0.086009364,0.358643906,0.110243169,0.069302113,0.348050782
Q96JB5, CDK5RAP3 ,0.880755262,0.508440576,0.8422982,0.673482244,0.008067904,0.757519273
Q96JC1, VPS39 ,-0.77498068,-0.435493051,-0.822677894,-0.825272425,-0.974303368,-1.025548634
Q96JE9, MAP6 ,-3.090544718,-3.068799093,-3.128777833,-3.146633505,-2.470777979,-2.94907943
Q96JG6, CCDC132 ,-1.019625908,-1.271249251,-1.114359142,-0.909261075,-0.997250604,-0.999602271
Q96JH7, VCPIP1 ,-1.459063967,-1.496638528,-1.896206488,-1.953816004,-1.828001324,-1.505592992
Q96JH8, RADIL ,-2.811925637,-2.822117209,-2.906604592,-2.848306766,-3.055098283,-2.73007621
Q96JJ3, ELMO2 ,-0.794068358,-1.197242075,-1.010389196,-0.882657715,-0.689735299,-0.829488429
Q96JJ7, TMX3 ,0.795451837,0.499810886,0.717260229,0.805143207,0.236801543,0.272627616
Q96JM3, CHAMP1 ,-1.187515075,-1.129115677,-1.249248258,-0.685152181,-0.777456825,-0.812388545
Q96JQ0, DCHS1 ,1.246968052,1.316760923,1.154979846,1.258810387,1.487594889,1.361325073
Q96JY6, PDLIM2 ,-1.153637111,-0.881395748,-1.55155122,-1.713073724,-0.629019117,-1.063042437
Q96K21, ZFYVE19 ,0.476929693,0.17996789,0.268330984,0.416828797,0.397330907,0.264660677
Q96K76, USP47 ,1.595091438,1.435450441,1.453553103,1.475095786,1.309229685,1.392576769
Q96KA5, CLPTM1L ,-3.39826825,-3.872253179,-3.021786401,-2.823896853,-3.430867734,-3.436438853
Q96KC8, DNAJC1 ,-1.101129671,-1.744049619,-0.890611208,-1.745476122,-1.709697901,-1.201354018
Q96KF7, SMIM8 ,-1.734191221,-1.734927153,-1.569998531,-1.618050461,-1.564560468,-1.595793312
Q96KG9, SCYL1 ,0.668358248,0.701968823,0.559206857,0.337214576,0.47253755,0.463438508
Q96KP1, EXOC2 ,1.161281489,0.918225504,1.09478854,1.045741678,1.022949939,1.252627166
Q96KP4, CNDP2 ,3.286778589,2.877867664,3.223372607,2.884750376,2.991012517,2.926838591
Q96KQ4, PPP1R13B ,-0.747118803,2.513903703,-1.1681816,1.155755864,-1.198892726,0.080977749
Q96KQ7, EHMT2 ,-3.899715693,-4.08143452,-4.631989836,-3.838749619,-4.182832174,-3.816468276
Q96KR1, ZFR ,-0.564884522,-0.679392577,-0.813468384,-0.603971461,-0.756261568,-0.5242835
Q96KR6, FAM210B ,-6.205406513,-4.383962518,-5.570813844,-6.171833892,-5.525311881,-5.754305562
Q96L92, SNX27 ,-2.671300021,-2.79835662,-2.701271097,-2.601690068,-2.732069944,-2.033834216
Q96L96, ALPK3 ,2.49202882,2.748763035,2.347868899,2.864149241,2.467248843,2.555930017
Q96LD4, TRIM47 ,0.182776748,-0.025689245,0.161897867,-0.060151407,-0.089787361,0.28438356
Q96LD8, SENP8 ,-2.824430114,-2.558027006,-3.036352285,-3.096639635,-2.84325964,-3.230282895
Q96LJ7, DHRS1 ,0.807704589,0.049728973,0.2815976,0.593550402,0.78169188,1.066674305
Q96LL9, DNAJC30 ,-2.372790924,-1.969764761,-2.771259994,-2.025049574,-1.999615176,-2.188359788
Q96LR2, LURAP1 ,-5.063578942,-4.563003733,-4.727142772,-4.75933696,-4.578385099,-5.512914946
Q96LW7, C9orf89 ,-1.299001675,-0.965874767,-0.956046672,-0.87160553,-0.912005348,-1.16769854
Q96LZ7, RMDN2 ,-2.546229105,-2.230523743,-2.359473474,-2.751843621,-2.476962264,-2.510303506
Q96M27, PRRC1 ,0.065992809,0.308445908,-0.122554649,-0.392909675,0.096302759,0.035281937
Q96M96, FGD4 ,0.117231336,0.059514274,0.024029627,0.364718896,0.451023225,0.385729862
Q96ME7, ZNF512 ,-2.770368238,-2.524756302,-2.695628215,-2.510302716,-2.723817411,-2.385600892
Q96MF6, COQ10A ,0.776169651,0.765701885,0.959065551,0.865297595,0.946633363,0.875853417
Q96MG8, PCMTD1 ,0.710707158,0.706931383,0.749958436,0.750511292,0.703316201,0.400700543
Q96MM6, HSPA12B ,2.052369196,1.669907614,2.066321141,1.964442774,1.770163503,1.959779242
Q96MN2, NLRP4 ,-1.734057167,-2.382407177,-2.406993137,-1.54587192,-0.604649975,-1.872518759
Q96MW1, CCDC43 ,-0.648823615,0.343576861,-0.417282418,-0.328525981,-0.535597745,-0.497092255
Q96MW5, COG8 ,-2.984909897,-3.283008258,-3.014989675,-3.08902991,-2.940711558,-2.831536535
Q96MX6, WDR92 ,-2.343352417,-2.038808503,-2.342279111,-2.115083222,-2.028549778,-2.26220908
Q96N66, MBOAT7 ,-0.962836586,-0.901321308,-0.796547816,-0.530133047,-0.751585759,-0.727622105
Q96N67, DOCK7 ,1.016516971,0.646642302,0.411057162,0.788932704,0.771352014,0.971573603
Q96NA2, RILP ,0.279584574,0.241991288,0.441137454,0.102433334,0.363827141,0.147746631
Q96NB3, ZNF830 ,-3.208751888,-3.227398752,-3.265931215,-3.450319181,-3.339561374,-3.203461681
Q96ND0, FAM210A ,0.535525139,0.788024211,0.302678764,0.207399407,0.65847882,0.423963176
Q96NL8, C8orf37 ,-2.111496802,-2.244282203,-1.928382839,-1.568857057,-1.88944467,-2.314311133
Q96NT0, CCDC115 ,-6.14165632,-6.718765778,-5.929311961,-5.68074814,-5.129098864,-6.13019079
Q96NT1, NAP1L5 ,-5.697225693,-4.383547197,-4.973549975,-5.445169072,-5.034607052,-5.351837523
Q96NW4, ANKRD27 ,-1.648823615,-1.742622712,-2.07943807,-1.507024001,-1.625694934,-1.690063573
Q96P11, NSUN5 ,-2.601161288,-2.190666916,-2.591141058,-2.413452229,-2.465579815,-2.604806132
Q96P16, RPRD1A ,-2.803742913,-2.625545772,-2.589877964,-2.439861287,-2.618154476,-2.759410078
Q96P44, COL21A1 ,-3.562823554,-3.621168966,-3.885770064,-4.249011896,-2.556211995,-4.296904555
Q96P48, ARAP1 ,0.063199295,0.087552849,0.13092876,0.151132237,0.258239749,-0.082132162
Q96P53, WDFY2 ,-1.179050544,-1.359092955,-1.475467679,-0.955106133,-1.119241128,-1.320393129
Q96P70, IPO9 ,-1.83812408,-2.175925911,-1.903320384,-1.916412094,-2.122553201,-2.119179149
Q96PC5, MIA2 ,1.253320749,1.236668281,1.292067699,1.340234833,1.490852653,1.400700543
Q96PD5, PGLYRP2 ,0.379593776,0.505056494,0.500530949,0.205217008,-0.011488183,-0.865906854
Q96PE1, GPR124 ,-2.477965268,-2.05266007,-2.340520681,-2.616976667,-2.435986889,-2.877124895
Q96PE2, ARHGEF17 ,0.096068099,-0.145920604,0.183748076,0.401563741,0.551829809,0.339060652
Q96PE3, INPP4A ,-2.052554356,-1.617274687,-1.544082165,-1.915816162,-1.285417731,-1.954957293
Q96PE7, MCEE ,0.012328016,-0.266667006,-0.012041526,-0.593759249,-0.119331029,0.226779258
Q96PK6, RBM14 ,1.363600609,1.97822671,1.490117263,1.677036636,2.025269712,1.314904961
Q96PM5, RCHY1 ,0.957565185,1.354643883,1.257383548,1.131085884,1.113274253,0.869503662
Q96PP9, GBP4 ,-1.702107914,-1.56408903,-1.928557004,-2.04750858,-1.959854697,-2.226864338
Q96PU5, NEDD4L ,-4.555840574,-4.487227095,-4.811887847,-4.896366675,-4.293713174,-4.491969474
Q96PU8, QKI ,1.380569108,1.430188375,1.254509812,1.41263496,1.288338005,1.470639748
Q96Q05, TRAPPC9 ,-1.474042005,-1.782141933,-1.777860818,-1.199284305,-1.379724666,-1.460597341
Q96Q06, PLIN4 ,5.69236345,5.738406002,5.741320054,5.527034045,5.925673221,5.764947247
Q96Q11, TRNT1 ,-1.040485703,-1.30236388,-0.869767824,-0.574565684,-0.336861833,-0.970455925
Q96Q15, SMG1 ,-1.535208953,-1.778800752,-1.494249979,-1.45496818,-1.933880475,-1.885226256
Q96Q27, ASB2 ,0.710953352,0.02770754,0.464813381,0.095579852,0.182444255,0.5142991
Q96Q42, ALS2 ,-4.826458076,-5.291949707,-4.912104508,-4.380434189,-4.660777471,-4.760877675
Q96QB1, DLC1 ,-4.03492656,-4.921045797,-4.005344026,-3.692209629,-4.230278194,-3.86862809
Q96QC0, PPP1R10 ,-4.475789342,-4.444509471,-4.292172514,-4.279435615,-4.617367042,-4.638218187
Q96QD9, FYTTD1 ,-2.588381605,-2.691148228,-2.778985706,-3.097150815,-2.106870312,-2.637927997
Q96QE5, TEFM ,-5.612970121,-6.0131469,-4.942382901,-5.097611032,-4.457533353,-4.788651539
Q96QF0, RAB3IP ,-2.506761175,-2.74720113,-2.606060048,-2.358929504,-2.620799338,-2.555950468
Q96QG7, MTMR9 ,0.451547887,0.301635098,-0.019519842,0.418106932,0.3917271,0.485287923
Q96QK1, VPS35 ,1.390516907,1.147581489,1.30752391,1.24938115,1.129008093,1.529766925
Q96QR8, PURB ,-0.083345972,-0.21374892,-0.275083622,-0.005194512,-0.014160382,-0.160631462
Q96QZ7, MAGI1 ,-2.781407565,-2.219437627,-2.861514063,-2.354513979,-2.662662937,-2.906328391
Q96R05, RBP7 ,-2.592142891,-4.79168238,-2.876332206,-2.647108586,-2.264547349,-2.957766744
Q96RD7, PANX1 ,-4.806418352,-5.366811302,-4.641950946,-4.433300001,-4.978341797,-4.67662405
Q96RF0, SNX18 ,-2.52241902,-2.110143353,-2.792368312,-2.510229775,-2.07454193,-2.540297261
Q96RL1, UIMC1 ,-3.728211116,-4.389558577,-3.457408337,-3.35344492,-3.931179168,-3.62587707
Q96RL7, VPS13A ,2.285539373,2.056732744,2.237631293,2.201770237,2.320955259,2.557980359
Q96RP9, GFM1 ,3.333876509,3.617254474,3.499621061,3.376469926,3.462601512,3.741818085
Q96RQ1, ERGIC2 ,-2.19510665,-1.964296116,-2.116771566,-2.086961477,-2.018588745,-2.552021215
Q96RQ3, MCCC1 ,4.779269237,4.357493383,4.947585602,4.158334622,4.58689934,4.510791054
Q96RS6, NUDCD1 ,-1.742661869,-1.917722394,-1.790072098,-1.340310177,-1.796306518,-2.102007529
Q96RT1, ERBB2IP ,-1.278426556,-1.193863251,-1.485789029,-0.907979249,-1.236915045,-1.229241048
Q96RT7, TUBGCP6 ,-0.534187411,-0.719676095,-0.614196323,-0.450062638,-0.31739337,-0.727258889
Q96RU2, USP28 ,1.891058518,1.512314821,1.67962012,1.784380753,1.643959652,2.013062128
Q96RU3, FNBP1 ,-0.225855283,-0.324197391,-0.357830781,1.58657619,0.971285591,-0.468657428
Q96S15, WDR24 ,-2.283371237,-2.439118343,-2.595973981,-2.312696921,-2.334021264,-2.069300929
Q96S19, C16orf13 ,-5.522951606,-5.110398144,-5.669844746,-4.9340956,-5.818934879,-5.592977974
Q96S44, TP53RK ,-2.453700885,-1.925381018,-2.025957499,-2.25085915,-2.275024918,-2.298711345
Q96S52, PIGS ,-2.446105129,-3.077997639,-2.716903802,-1.774207841,-2.275946589,-2.492910763
Q96S55, WRNIP1 ,-0.460698969,-0.554556052,-0.795223878,-0.358798154,-0.481381042,-0.303542801
Q96S59, RANBP9 ,-4.224691776,-4.346794385,-4.116490459,-4.531736247,-4.911553774,-3.929706482
Q96S66, CLCC1 ,0.828842937,0.734712715,0.749368841,1.317744024,1.06953875,0.89368917
Q96S82, UBL7 ,-1.915058431,-2.124271732,-2.21400685,-1.67469163,-1.838560086,-1.92736824
Q96S96, PEBP4 ,-0.213911657,-0.414250892,-0.20924718,-0.330134576,-0.440146987,-0.022398065
Q96S97, MYADM ,-3.649367057,-4.050159669,-3.820481097,-4.307131524,-3.636179291,-3.355341287
Q96S99, PLEKHF1 ,-4.599865999,-4.241985165,-4.592635233,-4.670474215,-4.265024668,-4.814499305
Q96SB3, PPP1R9B ,-1.772431688,-1.557801784,-1.720694061,-1.58464246,-1.291989463,-1.692011486
Q96SB8, SMC6 ,-2.518604046,-2.512358065,-2.51393323,-2.30335591,-2.386763059,-2.565707026
Q96SK2, TMEM209 ,-0.183734215,-0.000218557,-0.309967203,-0.493742757,-0.562236597,-0.094551421
Q96ST2, IWS1 ,-4.03139705,-3.972901484,-3.991571467,-2.88923504,-1.931731656,-3.069853439
Q96ST3, SIN3A ,0.073077516,-0.018144564,-0.270109283,-0.131052499,-0.215086046,0.150516242
Q96SU4, OSBPL9 ,0.866570653,0.805449112,0.718349834,0.669033614,0.618578252,0.698368065
Q96SW2, CRBN ,-0.318290964,-1.038426876,-0.327371626,-0.567338564,-0.463638175,-0.207546936
Q96SZ5, ADO ,-0.178457603,-0.122533789,-0.173159967,0.159104007,0.142624121,-0.049442361
Q96T37, RBM15 ,-0.538921779,-0.933310049,-0.659911528,-0.994696551,-0.96417574,-0.226896429
Q96T51, RUFY1 ,1.273296716,1.339912078,1.137668228,1.167962931,1.158969739,1.358119557
Q96T52, IMMP2L ,-5.424830942,-5.595077713,-5.390561454,-5.507635462,-5.17026024,-5.664890214
Q96T60, PNKP ,-0.941010813,-1.06004611,-1.311764483,-1.185726783,-0.681481796,-0.744613455
Q96T66, NMNAT3 ,1.235205497,1.366093059,1.458972335,1.221925958,1.531073295,1.451616673
Q96T76, MMS19 ,-3.138299582,-2.680390455,-3.003049638,-2.789115607,-3.041337035,-3.229819759
Q96TA1, FAM129B ,-0.14296383,-0.389690285,-0.019945034,-0.296829936,-0.442507087,-0.240568004
Q96TA2, YME1L1 ,0.887958929,0.109597854,0.830232338,1.076381027,0.812651167,1.181869522
Q96TC7, RMDN3 ,-1.147821769,-0.976586838,-1.735853869,-1.29845604,-1.343462649,-0.761946803
Q99417, MYCBP ,-1.034117639,-0.133160765,0.298685506,-0.200264597,0.173261725,-0.290705882
Q99424, ACOX2 ,-0.885985791,-1.057360035,-0.689121806,-0.617657517,-0.731795014,-0.451269215
Q99426, TBCB ,1.905543421,2.237873463,2.135552508,2.305640835,2.188866472,2.019501682
Q99436, PSMB7 ,2.532986132,2.610452875,2.268267667,2.756737998,2.458014482,2.483249249
Q99439, CNN2 ,0.779812081,1.005725762,0.890790918,0.790561975,1.463457145,1.046105466
Q99442, SEC62 ,-1.329361612,-1.407176315,-1.53157205,-0.857308995,-1.359195345,-1.243778931
Q99447, PCYT2 ,2.805227759,2.677272601,2.863535176,2.526737849,2.523103972,2.518516668
Q99459, CDC5L ,-0.680053797,-1.269087989,-0.970169721,-0.731095327,-0.583039437,-0.424671581
Q99460, PSMD1 ,2.438323296,2.187952153,2.261762955,2.359439462,1.670723154,2.166559046
Q99470, SDF2 ,-2.755870043,-3.346727679,-2.410232329,-2.575201373,-2.591220836,-2.686652213
Q99471, PFDN5 ,-1.556148632,-0.504492389,-0.40577021,-0.735138777,-0.590560127,-0.975893056
Q99489, DDO ,0.134844309,-0.634780513,-0.415501407,0.163949816,0.30464667,-0.070077956
Q99497, PARK7 ,5.315304427,5.188108032,4.954734383,5.418565986,5.105856954,4.889654236
Q99501, GAS2L1 ,-1.088778086,-1.525385311,-1.004334046,-0.90573879,-0.932552885,-1.170041379
Q99502, EYA1 ,-2.879959087,-2.813026667,-3.210279022,-2.956082767,-2.489178567,-2.864608074
Q99523, SORT1 ,-0.287939296,-0.425170319,-0.194511802,-0.017539468,-0.122976758,0.04038391
Q99536, VAT1 ,1.081365926,0.403379699,0.924468508,0.878148171,0.83660142,0.965969264
Q99538, LGMN ,0.271077788,0.715408621,-0.009314277,-0.042858585,0.184739887,0.417941441
Q99541, PLIN2 ,1.504616088,1.106048538,1.378460362,1.574017286,1.975206304,1.982717387
Q99543, DNAJC2 ,0.648701655,0.762484599,0.599272244,0.926258826,0.849038026,0.713280252
Q99550, MPHOSPH9 ,-3.735787427,-5.189420268,-3.237423192,-5.690963469,-4.701437401,-4.739476692
Q99567, NUP88 ,-0.71280032,-0.889673082,-1.030732605,-0.610928608,-0.928293887,-0.746314448
Q99569, PKP4 ,-1.296327082,-1.203822167,-1.326032698,-1.057262238,-0.623206813,-0.986503145
Q99570, PIK3R4 ,-1.002006102,-1.639369079,-1.530800644,-1.497473297,-1.541127161,-1.21185974
Q99584, S100A13 ,0.263595078,1.811812852,2.250909573,1.4783925,1.468864403,1.964635029
Q99590, SCAF11 ,-0.429566477,-0.523169273,-0.512518343,-0.658703674,-0.409317216,-0.246899398
Q99593, TBX5 ,-3.511486664,-3.570306436,-3.751944995,-3.273645969,-3.410130851,-3.407897059
Q99598, TSNAX ,0.954137491,1.411782811,1.009917494,0.808119849,1.139283809,0.814979677
Q99611, SEPHS2 ,-3.300698152,-2.877254749,-3.34966469,-1.827648752,-1.834347964,-3.250104896
Q99613, EIF3C,2.28987198,2.290353294,1.866779658,2.265553669,2.025066372,2.429237111
Q99614, TTC1 ,1.204935638,1.025883991,1.032982774,0.945665472,0.915816967,0.981329113
Q99615, DNAJC7 ,2.702868585,2.739678629,2.905052959,2.564886501,2.410078478,2.610021974
Q99622, C12orf57 ,0.203851483,1.055155913,0.987170069,0.609022263,0.985400737,0.58718668
Q99623, PHB2 ,3.466793319,3.624095062,3.394517291,3.357358911,3.634827064,3.656233357
Q99627, COPS8 ,-1.526128047,-1.482797781,-1.304212077,-1.337826959,-1.315589646,-1.434495669
Q99653, CHP1 ,1.401388467,1.607622831,1.52140116,1.64832601,1.346355794,1.606424229
Q99675, CGRRF1 ,-4.087732847,-4.400110304,-4.386472642,-3.645105009,-4.105284649,-4.599079295
Q99683, MAP3K5 ,-1.713626105,-1.556354764,-2.188963755,-1.800978249,-1.594866403,-1.648463354
Q99685, MGLL ,-0.356654446,-1.073023141,-0.628861561,-0.691065438,-0.407614467,-0.545658916
Q99700, ATXN2 ,1.187702924,1.124660962,1.013831467,1.215489806,1.311949187,1.247208045
Q99707, MTR ,-0.131861092,-0.78909306,-0.078004564,-0.340688433,-0.749636171,-0.278115179
Q99714, HSD17B10 ,1.711814699,1.617735262,1.76017001,1.474159066,1.586830458,1.369307839
Q99715, COL12A1 ,1.392129844,2.29708404,1.667908316,2.243823634,1.001303003,1.224504471
Q99717, SMAD5 ,-1.674640784,-1.703623216,-1.852591031,-1.414361945,-1.944625054,-1.894575961
Q99719, SEPT5 ,-0.181173447,0.096983602,-0.083407771,-0.355955189,-0.230006365,0.049024022
Q99729, HNRNPAB ,-0.387501325,-0.101160138,-0.667158839,-0.136108678,-0.393194497,-0.395305881
Q99733, NAP1L4 ,2.399518578,2.651415923,2.31038631,1.970880222,2.058036801,2.389754002
Q99735, MGST2 ,0.290267455,0.15339028,0.789473932,0.912947864,0.440480027,0.605865774
Q99747, NAPG ,1.925888602,2.347704746,2.051956744,2.065879938,2.188775705,1.904379498
Q99755, PIP5K1A ,0.824071064,0.614669717,0.086696766,0.612822581,0.519543059,0.789457667
Q99757, TXN2 ,0.211701907,-0.158062529,-0.002270377,-0.122153704,-0.059628428,0.379735756
Q99759, MAP3K3 ,-2.989318979,-2.756549476,-2.869182671,-3.085185719,-3.410922936,-3.045401362
Q99766, ATP5S ,-1.007261386,-0.598339902,-0.605990407,-0.484279286,-0.545046629,-0.894219154
Q99797, MIPEP ,1.671840344,1.845043382,1.734160475,1.74914085,1.609656009,1.717989107
Q99798, ACO2 ,7.376311703,7.25337827,7.043773016,7.1684448,7.28383782,7.613050608
Q99805, TM9SF2 ,-4.604661937,-4.757583719,-4.31149948,-3.40296381,-3.234556537,-4.174651836
Q99807, COQ7 ,2.831789064,3.134549999,3.20769277,2.744817975,2.779837129,3.260546199
Q99808, SLC29A1 ,0.065646322,-1.41688912,-0.494035165,-0.20458581,-0.918326636,0.285891325
Q99816, TSG101 ,2.751549178,2.661382499,2.492151807,2.849480336,2.534505901,2.54877765
Q99829, CPNE1 ,-0.299224782,-0.372894711,-1.30392963,-0.223794305,-1.307270234,-0.894423033
Q99832, CCT7 ,3.000543889,3.1083059,2.850748089,2.774747212,2.547942951,3.047698138
Q99873, PRMT1 ,-1.134092503,-1.230626316,-0.991237927,-0.9084598,-1.245524086,-1.200282437
Q99933, BAG1 ,0.078830986,0.057940482,0.253086791,-0.210301803,-0.495139067,0.047034738
Q99942, RNF5 ,-3.346955982,-3.514666827,-3.217070518,-2.753396731,-3.031727521,-3.563695306
Q99943, AGPAT1 ,-0.39802929,0.292295506,-0.358319482,0.169462604,0.003203678,-0.486488267
Q99959, PKP2 ,4.243249353,4.48286433,4.531658191,4.906513576,4.564967344,4.730706922
Q99961, SH3GL1 ,0.796496217,0.833376909,0.690340002,0.750612755,0.590023115,0.699989469
Q99969, RARRES2 ,-0.693545513,-0.294676226,-0.280862454,-0.041584216,-0.147703305,-0.375320361
Q99972, MYOC ,0.310635484,-0.097063399,-0.099617314,-0.108516451,-0.34125902,-0.887152215
Q99985, SEMA3C ,-0.431902034,0.171162977,-0.820588838,0.136376044,-0.875179704,-0.264315397
Q99996, AKAP9 ,1.987596215,1.847869426,1.603870699,1.789698197,1.809537741,1.822085377
Q9BPU6, DPYSL5 ,-3.316669036,-2.561441823,-2.641379883,-2.916685983,-2.016460765,-2.73189676
Q9BPW8, NIPSNAP1 ,-0.673001559,-0.628786419,-0.464956482,-0.607088275,-0.509147347,-0.472837613
Q9BPX5, ARPC5L ,-0.001622812,0.010344302,0.04136208,0.128784841,-0.018722896,-0.026861076
Q9BPX6, MICU1 ,0.149232123,0.232721224,0.261413092,0.203661421,0.328637316,0.300014551
Q9BPX7, C7orf25 ,-0.990351307,-0.656492038,-0.725666598,-0.414987707,-0.438127112,-0.328186767
Q9BQ04, RBM4B ,-2.09410169,-2.634814449,-2.378381162,-2.433392206,-2.965484277,-2.660791942
Q9BQ48, MRPL34 ,-5.119704373,-3.947204141,-3.080856871,-4.66483402,-2.377701552,-3.914327121
Q9BQ52, ELAC2 ,0.375732423,0.290599005,0.319917378,0.105173572,0.115529749,0.365822142
Q9BQ61, C19orf43 ,-3.363118492,-2.270194572,-2.989177756,-2.209393616,-1.674001359,-2.746139659
Q9BQ69, MACROD1 ,3.166160286,3.416559782,3.339229756,3.458808802,3.548225985,3.233278948
Q9BQ70, TCF25 ,-2.63643071,-2.683054842,-2.865648936,-2.638632468,-2.700764609,-2.828280436
Q9BQ95, ECSIT ,0.157023246,-0.709007943,0.122547472,0.183848329,-0.247045787,-0.208877456
Q9BQA1, WDR77 ,-0.184214866,-0.370349776,0.019184142,-0.331744966,-0.345143867,-0.481081389
